Date,DXY_R
2/18/2020,0.003430145
2/19/2020,0.001407591
2/20/2020,0.002710894
2/21/2020,-0.00610795
2/24/2020,0.000302226
2/25/2020,-0.003222882
2/26/2020,0.000303112
2/27/2020,-0.005656545
2/28/2020,-0.003149177
3/2/2020,-0.007846693
3/3/2020,-0.002156933
3/4/2020,0.001955677
3/5/2020,-0.005342059
3/6/2020,-0.008985778
3/9/2020,-0.010943148
3/10/2020,0.015911507
3/11/2020,0.001037216
3/12/2020,0.009947145
3/13/2020,0.013132235
3/16/2020,-0.006683585
3/17/2020,0.015190193
3/18/2020,0.01586666
3/19/2020,0.015816508
3/20/2020,0.000583865
3/23/2020,-0.003209512
3/24/2020,-0.007317787
3/25/2020,-0.006781944
3/26/2020,-0.016130677
3/27/2020,-0.010561205
3/30/2020,0.008234187
3/31/2020,-0.001310718
4/1/2020,0.006259414
4/2/2020,0.005116906
4/3/2020,0.003992833
4/6/2020,0.001093657
4/7/2020,-0.007051336
4/8/2020,0.00140028
4/9/2020,-0.005992868
4/13/2020,-0.001708189
4/14/2020,-0.004630086
4/15/2020,0.00576398
4/16/2020,0.005730947
4/17/2020,-0.00249925
4/20/2020,0.001803969
4/21/2020,0.003001231
4/22/2020,0.001296599
4/23/2020,0.000398456
4/24/2020,-0.000497889
4/27/2020,-0.003387089
4/28/2020,-0.0016993
4/29/2020,-0.003003935
4/30/2020,-0.005523782
5/1/2020,-0.002221713
5/4/2020,0.006882591
5/5/2020,0.002311982
5/6/2020,0.003811022
5/7/2020,-0.001998172
5/8/2020,-0.001601722
5/11/2020,0.005113757
5/12/2020,-0.003092558
5/13/2020,0.003102152
5/14/2020,0.002294523
5/15/2020,-0.000696715
5/18/2020,-0.007270956
5/19/2020,-0.003009883
5/20/2020,-0.00251585
5/21/2020,0.002522195
5/22/2020,0.004931045
5/26/2020,-0.009513289
5/27/2020,0.001516469
5/28/2020,-0.006864537
5/29/2020,-0.000406597
6/1/2020,-0.005186028
6/2/2020,-0.001635531
6/3/2020,-0.003993028
6/4/2020,-0.006167753
6/5/2020,0.002689305
6/8/2020,-0.003301001
6/9/2020,-0.003104978
6/10/2020,-0.003737552
6/11/2020,0.008024219
6/12/2020,0.006099421
6/15/2020,-0.006576243
6/16/2020,0.002896142
6/17/2020,0.002062758
6/18/2020,0.002675936
6/19/2020,0.002053018
6/22/2020,-0.005941426
6/23/2020,-0.00360675
6/24/2020,0.004757472
6/25/2020,0.00288212
6/26/2020,0.000718465
6/29/2020,0.000410267
6/30/2020,-0.001537851
7/1/2020,-0.00195094
7/2/2020,0.001234599
7/6/2020,-0.005445941
7/7/2020,0.000929807
7/8/2020,-0.004644891
7/9/2020,0.002799927
7/10/2020,-0.000517011
7/13/2020,-0.001965887
7/14/2020,-0.002073367
7/15/2020,-0.001869936
7/16/2020,0.002810117
7/17/2020,-0.004255278
7/20/2020,-0.00114655
7/21/2020,-0.007408943
7/22/2020,-0.001576976
7/23/2020,-0.002948289
7/24/2020,-0.002640194
7/27/2020,-0.008153367
7/28/2020,0.000960863
7/29/2020,-0.005332764
7/30/2020,-0.002573504
7/31/2020,0.005052688
8/3/2020,0.000106985
8/4/2020,-0.001283455
8/5/2020,-0.005889859
8/6/2020,-0.000430906
8/7/2020,0.007005076
8/10/2020,0.001498288
8/11/2020,0.000534249
8/12/2020,-0.002029211
8/13/2020,-0.00107027
8/14/2020,-0.002571224
8/17/2020,-0.002685285
8/18/2020,-0.006246645
8/19/2020,0.006719432
8/20/2020,-0.001076521
8/21/2020,0.00495742
8/24/2020,0.000536225
8/25/2020,-0.003001136
8/26/2020,-0.00010745
8/27/2020,0
8/28/2020,-0.00688097
8/31/2020,-0.002490029
9/1/2020,0.002170577
9/2/2020,0.005523089
9/3/2020,-0.001184707
9/4/2020,-0.000215624
9/8/2020,0.008196743
9/9/2020,-0.002353455
9/10/2020,0.000857753
9/11/2020,-0.000107071
9/14/2020,-0.002785835
9/15/2020,-0.00021486
9/16/2020,0.001719463
9/17/2020,-0.00257481
9/18/2020,-0.000430257
9/21/2020,0.006564091
9/22/2020,0.004810744
9/23/2020,0.004255783
9/24/2020,-0.000423784
9/25/2020,0.002437774
9/28/2020,-0.003383379
9/29/2020,-0.003925345
9/30/2020,0
10/1/2020,-0.001917137
10/2/2020,0.001387227
10/5/2020,-0.00351656
10/6/2020,0.003422094
10/7/2020,-0.002131568
10/8/2020,-0.000213564
10/9/2020,-0.005875473
10/12/2020,0.000107479
10/13/2020,0.004942506
10/14/2020,-0.001603785
10/15/2020,0.00514033
10/16/2020,-0.00191776
10/19/2020,-0.002668659
10/20/2020,-0.003853152
10/21/2020,-0.004942506
10/22/2020,0.003671267
10/23/2020,-0.001936525
10/26/2020,0.003018282
10/27/2020,-0.001182171
10/28/2020,0.005057047
10/29/2020,0.005887967
10/30/2020,0.000851447
11/2/2020,0.000106359
11/3/2020,-0.005316321
11/4/2020,-0.001496515
11/5/2020,-0.009420886
11/6/2020,-0.003242149
11/9/2020,0.005421229
11/10/2020,0.000215648
11/11/2020,0.003126695
11/12/2020,-0.000859867
11/13/2020,-0.002151431
11/16/2020,-0.002048318
11/17/2020,-0.001620417
11/18/2020,-0.001081995
11/19/2020,-0.000324946
11/20/2020,0.001083519
11/23/2020,0.001298874
11/24/2020,-0.003026689
11/25/2020,-0.002602244
11/27/2020,-0.002174117
11/30/2020,0.000871576
12/1/2020,-0.006095624
12/2/2020,-0.002080769
12/3/2020,-0.004499605
12/4/2020,-0.000110263
12/7/2020,0.000992326
12/8/2020,0.001982597
12/9/2020,0.001319061
12/10/2020,-0.003293391
12/11/2020,0.002092763
12/14/2020,-0.002967729
12/15/2020,-0.002645772
12/16/2020,-0.000221112
12/17/2020,-0.006965141
12/18/2020,0.002226642
12/21/2020,0.000222217
12/22/2020,0.006774778
12/23/2020,-0.002647523
12/24/2020,-0.00088488
12/28/2020,0.000110639
12/29/2020,-0.003652801
12/30/2020,-0.004221809
12/31/2020,0.003458719
1/4/2021,-0.000667167
1/5/2021,-0.004895361
1/6/2021,0.001006228
1/7/2021,0.003350866
1/8/2021,0.003005633
1/11/2021,0.004883496
1/12/2021,-0.00541195
1/13/2021,0.002998301
1/14/2021,-0.000885762
1/15/2021,0.005984054
1/19/2021,-0.003084369
1/20/2021,-0.000331481
1/21/2021,-0.003758196
1/22/2021,0.00122047
1/25/2021,0.001662245
1/26/2021,-0.002433909
1/27/2021,0.005323323
1/28/2021,-0.002096007
1/29/2021,0.001326586
2/1/2021,0.004857529
2/2/2021,0.001977587
2/3/2021,-0.000877127
2/4/2021,0.004499517
2/5/2021,-0.005353414
2/8/2021,-0.001208271
2/9/2021,-0.005388739
2/10/2021,-0.000773983
2/11/2021,0.000553226
2/12/2021,0.000663625
2/16/2021,0.000331554
2/17/2021,0.004861286
2/18/2021,-0.00395823
2/19/2021,-0.002538856
2/22/2021,-0.003873384
2/23/2021,0.001777536
2/24/2021,0.000110924
2/25/2021,-0.00055448
2/26/2021,0.008876101
3/1/2021,0.001209733
3/2/2021,-0.002746046
3/3/2021,0.001762265
3/4/2021,0.007476636
3/5/2021,0.003819775
3/8/2021,0.003587682
3/9/2021,-0.003791561
3/10/2021,-0.001848608
3/11/2021,-0.004030973
3/12/2021,0.002844039
3/15/2021,0.001636147
3/16/2021,0.000435598
3/17/2021,-0.005115935
3/18/2021,0.00492337
3/19/2021,0.000762112
3/22/2021,-0.001305429
3/23/2021,0.005882276
3/24/2021,0.002057646
3/25/2021,0.003782535
3/26/2021,-0.001184324
3/29/2021,0.001832543
3/30/2021,0.003873477
3/31/2021,-0.000750268
4/1/2021,-0.00321788
4/5/2021,-0.003551081
4/6/2021,-0.002807797
4/7/2021,0.001299578
4/8/2021,-0.004326206
4/9/2021,0.001086313
4/12/2021,-0.000217068
4/13/2021,-0.003147395
4/14/2021,-0.001741927
4/15/2021,-0.00021817
4/16/2021,-0.001199956
4/19/2021,-0.00535166
4/20/2021,0.001866674
4/21/2021,-0.000876743
4/22/2021,0.001864831
4/23/2021,-0.005146184
4/26/2021,-0.00055033
4/27/2021,0.001101266
4/28/2021,-0.0033
4/29/2021,0
4/30/2021,0.007394305
5/3/2021,-0.003615272
5/4/2021,0.003738362
5/5/2021,0.000219049
5/6/2021,-0.003942624
5/7/2021,-0.007916372
5/10/2021,-0.0002217
5/11/2021,-0.000775967
5/12/2021,0.006323497
5/13/2021,0.000440977
5/14/2021,-0.004738292
5/17/2021,-0.001107163
5/18/2021,-0.005209499
5/19/2021,0.004902529
5/20/2021,-0.004213372
5/21/2021,0.002338259
5/24/2021,-0.002110587
5/25/2021,-0.00211514
5/26/2021,0.004462316
5/27/2021,-0.000777432
5/28/2021,0.000666867
6/1/2021,-0.002221448
6/2/2021,0.00077925
6/3/2021,0.00667406
6/4/2021,-0.003977912
6/7/2021,-0.002107854
6/8/2021,0.001445303
6/9/2021,0.000444061
6/10/2021,-0.000443864
6/11/2021,0.005328552
6/14/2021,-0.000441707
6/15/2021,0.00022099
6/16/2021,0.006516413
6/17/2021,0.008339757
6/18/2021,0.00370012
6/21/2021,-0.004011731
6/22/2021,-0.001415175
6/23/2021,0.000763109
6/24/2021,0.000217832
6/25/2021,-0.000108931
6/28/2021,0.000762433
6/29/2021,0.001850305
6/30/2021,0.004236817
7/1/2021,0.001730809
7/2/2021,-0.003995626
7/6/2021,0.003469587
7/7/2021,0.000972404
7/8/2021,-0.003022431
7/9/2021,-0.002490299
7/12/2021,0.001085488
7/13/2021,0.005638046
7/14/2021,-0.003665725
7/15/2021,0.00227247
7/16/2021,0.000755765
7/19/2021,0.002157698
7/20/2021,0.000861255
7/21/2021,-0.002366365
7/22/2021,0.000754717
7/23/2021,0.000969662
7/26/2021,-0.002798428
7/27/2021,-0.002374549
7/28/2021,-0.00119009
7/29/2021,-0.004982658
7/30/2021,0.003374668
8/2/2021,-0.001301888
8/3/2021,0.000325899
8/4/2021,0.002063369
8/5/2021,-0.000325122
8/6/2021,0.006071173
8/9/2021,0.001616315
8/10/2021,0.001183443
8/11/2021,-0.001611799
8/12/2021,0.001399171
8/13/2021,-0.005589037
8/16/2021,0.001188932
8/17/2021,0.005397819
8/18/2021,0.000107398
8/19/2021,0.004616717
8/20/2021,-0.000748103
8/23/2021,-0.005775412
8/24/2021,-0.000753012
8/25/2021,-0.000645893
8/26/2021,0.002477604
8/27/2021,-0.003975887
8/30/2021,-0.000431546
8/31/2021,-0.00021592
9/1/2021,-0.001943215
9/2/2021,-0.0023796
9/3/2021,-0.002060089
9/7/2021,0.00521508
9/8/2021,0.001405156
9/9/2021,-0.001834852
9/10/2021,0.001081304
9/13/2021,0.00043207
9/14/2021,0.000323893
9/15/2021,-0.001726972
9/16/2021,0.004000465
9/17/2021,0.003661383
9/20/2021,0.000429195
9/21/2021,-0.000429011
9/22/2021,0.002789721
9/23/2021,-0.003851926
9/24/2021,0.002470505
9/27/2021,0.00053568
9/28/2021,0.004176483
9/29/2021,0.006078693
9/30/2021,-0.000953954
10/1/2021,-0.002228106
10/4/2021,-0.0024458
10/5/2021,0.001812227
10/6/2021,0.003085699
10/7/2021,-0.000530349
10/8/2021,-0.001592029
10/11/2021,0.002657595
10/12/2021,0.002120409
10/13/2021,-0.004655047
10/14/2021,-0.001275542
10/15/2021,-0.000212825
10/18/2021,0.000106398
10/19/2021,-0.001702991
10/20/2021,-0.002452319
10/21/2021,0.002244538
10/22/2021,-0.00170626
10/25/2021,0.002136492
10/26/2021,0.001492368
10/27/2021,-0.000957914
10/28/2021,-0.005433656
10/29/2021,0.008248581
11/1/2021,-0.00255
11/2/2021,0.002236888
11/3/2021,-0.002444415
11/4/2021,0.005220509
11/5/2021,-0.000317944
11/8/2021,-0.002862564
11/9/2021,-0.00095698
11/10/2021,0.009472105
11/11/2021,0.003479199
11/12/2021,-0.000525352
11/15/2021,0.002943414
11/16/2021,0.005345289
11/17/2021,-0.00093824
11/18/2021,-0.003026203
11/19/2021,0.005547404
11/22/2021,0.004475903
11/23/2021,-0.000103648
11/24/2021,0.003627298
11/26/2021,-0.007744734
11/29/2021,0.002601728
11/30/2021,-0.003632946
12/1/2021,0.000625117
12/2/2021,0.000832837
12/3/2021,-0.000103963
12/6/2021,0.001768602
12/7/2021,0.000830844
12/8/2021,-0.004980845
12/9/2021,0.003962853
12/10/2021,-0.002285177
12/13/2021,0.002811005
12/14/2021,0.002595515
12/15/2021,-0.00062129
12/16/2021,-0.004869972
12/17/2021,0.005518523
12/20/2021,-0.000207073
12/21/2021,-0.000621491
12/22/2021,-0.004249104
12/23/2021,-0.000624532
12/27/2021,0.000729004
12/28/2021,0.001144771
12/29/2021,-0.002806622
12/30/2021,0.000416981
